loc_x,loc_y,minutes_remaining,shot_distance,shot_made_flag,shot_id
179,14,11,17,,18183
-59,112,10,12,0,18184
130,15,9,13,0,18185
29,119,8,12,1,18186
-45,116,7,12,0,18187
-7,208,5,20,1,18188
61,41,4,7,0,18189
-2,15,2,1,0,18190
-18,254,7,25,0,18191
-13,42,7,4,1,18192
84,205,6,22,0,18193
-101,39,6,10,,18194
-198,25,3,19,1,18195
-54,208,3,21,0,18196
-7,12,2,1,,18197
-112,222,2,24,0,18198
-48,247,1,25,0,18199
-188,178,0,25,0,18200
1,214,11,21,1,18201
-4,46,9,4,1,18202
69,137,8,15,1,18203
19,123,9,12,0,18204
-51,83,7,9,0,18205
50,47,7,6,0,18206
42,19,5,4,0,18207
77,11,3,7,0,18208
6,181,7,18,1,18209
-4,153,7,15,0,18210
-161,206,5,26,0,18211
-11,63,4,6,0,18212
-193,211,0,28,,18213
-114,236,0,26,,18214
-54,66,10,8,0,18215
12,17,10,2,1,18216
62,197,7,20,1,18217
61,184,3,19,1,18218
-112,238,2,26,1,18219
141,0,1,14,1,18220
-172,194,0,25,,18221
-136,36,5,14,1,18222
-161,88,3,18,1,18223
-180,236,2,29,0,18224
-41,31,2,5,1,18225
-56,97,1,11,1,18226
-10,291,1,29,,18227
62,19,1,6,0,18228
-152,0,0,15,0,18229
-125,160,11,20,1,18230
18,131,8,13,1,18231
125,7,7,12,1,18232
-155,194,6,24,0,18233
-127,134,4,18,1,18234
-13,61,3,6,0,18235
-134,48,6,14,0,18236
147,160,5,21,1,18237
-5,3,4,0,1,18238
6,1,2,0,,18239
-103,6,0,10,1,18240
-130,154,10,20,0,18241
-57,56,8,7,0,18242
15,1,8,1,1,18243
40,233,7,23,1,18244
34,80,7,8,,18245
-218,213,5,30,0,18246
-54,0,4,5,0,18247
-123,86,7,15,1,18248
152,11,5,15,1,18249
18,20,4,2,0,18250
-10,252,4,25,0,18251
-133,-3,1,13,1,18252
-150,209,1,25,0,18253
-19,-5,10,1,0,18254
129,0,8,12,0,18255
-26,1,7,2,1,18256
73,164,6,17,1,18257
-27,-2,5,2,0,18258
136,7,5,13,1,18259
42,173,5,17,1,18260
231,108,3,25,0,18261
-11,12,2,1,0,18262
-13,-5,0,1,1,18263
75,138,11,15,0,18264
-15,0,9,1,1,18265
-40,37,8,5,,18266
-13,12,5,1,,18267
193,0,4,19,1,18268
-164,58,3,17,0,18269
-2,44,3,4,1,18270
84,145,2,16,1,18271
-163,211,2,26,0,18272
-43,0,1,4,0,18273
99,242,0,26,,18274
1,217,11,21,0,18275
-65,48,8,8,0,18276
-60,110,7,12,1,18277
-122,132,6,17,0,18278
-2,20,5,2,1,18279
-147,20,2,14,0,18280
2,30,1,3,0,18281
-114,115,9,16,1,18282
132,9,8,13,,18283
-142,131,5,19,1,18284
-64,254,5,26,0,18285
-48,254,3,25,1,18286
42,142,1,14,1,18287
97,11,5,9,1,18288
-4,52,4,5,0,18289
94,179,1,20,1,18290
195,-13,9,19,1,18291
-141,44,7,14,0,18292
-123,170,6,20,0,18293
0,23,6,2,1,18294
-81,9,2,8,1,18295
-109,-10,1,10,0,18296
-141,228,9,26,,18297
111,230,8,25,0,18298
-119,227,6,25,0,18299
39,135,4,14,1,18300
59,69,3,9,1,18301
-92,23,2,9,,18302
-43,116,0,12,,18303
-7,170,10,17,1,18304
-122,172,10,21,0,18305
-87,22,9,8,1,18306
129,129,4,18,0,18307
-93,14,3,9,1,18308
157,25,3,15,1,18309
65,184,3,19,1,18310
99,15,2,10,1,18311
133,224,1,26,0,18312
99,9,0,9,1,18313
-177,66,0,18,1,18314
102,187,4,21,,18315
-13,181,3,18,0,18316
84,153,2,17,0,18317
21,113,2,11,0,18318
-128,85,0,15,0,18319
179,-5,11,17,1,18320
-73,209,10,22,1,18321
-144,115,9,18,0,18322
157,7,8,15,0,18323
125,247,6,27,,18324
86,184,2,20,0,18325
-79,134,1,15,,18326
-7,25,1,2,1,18327
152,101,8,18,1,18328
-56,36,5,6,1,18329
6,25,3,2,1,18330
140,222,3,26,0,18331
-5,17,3,1,1,18332
31,115,1,11,1,18333
-125,0,1,12,,18334
51,160,11,16,1,18335
114,227,9,25,,18336
-92,11,9,9,1,18337
51,7,5,5,0,18338
61,88,5,10,1,18339
-199,91,3,21,0,18340
-52,126,1,13,1,18341
54,151,0,16,1,18342
225,3,7,22,0,18343
162,1,5,16,,18344
-37,37,2,5,1,18345
-98,168,0,19,,18346
95,48,0,10,,18347
-5,183,8,18,1,18348
-157,39,7,16,0,18349
-119,172,6,20,,18350
39,190,6,19,1,18351
-128,80,5,15,,18352
184,15,3,18,0,18353
-57,123,7,13,0,18354
23,23,5,3,0,18355
-212,-11,4,21,0,18356
177,-6,2,17,1,18357
-194,-14,1,19,0,18358
-179,-10,0,17,1,18359
91,208,0,22,0,18360
4,146,4,14,0,18361
116,220,3,24,1,18362
56,159,1,16,0,18363
-65,78,0,10,,18364
37,41,0,5,0,18365
-4,220,8,22,,18366
144,146,7,20,0,18367
102,142,6,17,1,18368
-2,11,1,1,1,18369
-141,102,0,17,1,18370
-103,138,7,17,0,18371
-158,137,7,20,0,18372
-106,119,6,15,,18373
-62,217,5,22,1,18374
132,222,4,25,1,18375
-217,149,3,26,1,18376
242,58,2,24,0,18377
-193,170,1,25,1,18378
144,37,11,14,0,18379
-127,69,6,14,0,18380
185,-2,6,18,0,18381
7,53,5,5,1,18382
-18,25,4,3,0,18383
-8,20,4,2,0,18384
7,25,2,2,1,18385
32,277,1,27,1,18386
62,272,0,27,0,18387
42,67,0,7,1,18388
73,176,6,19,0,18389
-169,200,5,26,0,18390
42,85,5,9,,18391
-52,110,4,12,0,18392
-117,143,4,18,,18393
-111,176,3,20,0,18394
-75,164,2,18,,18395
-193,0,1,19,0,18396
78,88,10,11,0,18397
-123,178,8,21,0,18398
-70,112,6,13,0,18399
-43,26,5,5,,18400
-130,216,4,25,0,18401
92,165,2,18,0,18402
15,15,1,2,1,18403
-177,25,7,17,0,18404
7,67,7,6,0,18405
23,0,6,2,1,18406
2,118,5,11,0,18407
31,203,5,20,,18408
48,214,11,21,1,18409
10,220,10,22,0,18410
-15,7,9,1,1,18411
-183,173,5,25,1,18412
136,184,4,22,1,18413
-105,230,3,25,0,18414
-60,183,1,19,0,18415
-4,11,1,1,1,18416
211,129,0,24,1,18417
163,242,0,29,0,18418
108,142,6,17,1,18419
160,93,5,18,1,18420
143,127,3,19,,18421
-51,102,3,11,1,18422
7,165,2,16,1,18423
-40,151,1,15,1,18424
189,112,10,21,,18425
110,162,9,19,0,18426
-35,213,5,21,0,18427
133,230,2,26,0,18428
43,184,5,18,0,18429
7,17,4,1,1,18430
84,151,4,17,1,18431
-64,124,1,13,1,18432
110,75,0,13,1,18433
-2,213,11,21,0,18434
-81,183,8,20,0,18435
61,97,8,11,0,18436
-8,75,4,7,0,18437
7,151,3,15,0,18438
91,255,2,27,0,18439
105,190,9,21,0,18440
83,19,8,8,1,18441
21,162,7,16,1,18442
89,254,7,26,,18443
-180,129,3,22,1,18444
23,220,2,22,0,18445
-171,3,0,17,0,18446
118,225,11,25,0,18447
-144,134,9,19,0,18448
-153,61,9,16,0,18449
177,0,6,17,0,18450
-149,97,4,17,,18451
-92,4,1,9,1,18452
-144,126,7,19,0,18453
67,197,0,20,0,18454
111,126,11,16,0,18455
100,138,9,17,,18456
18,200,8,20,0,18457
-19,15,5,2,,18458
181,160,9,24,1,18459
181,195,8,26,,18460
170,137,6,21,0,18461
-62,236,3,24,1,18462
179,184,2,25,1,18463
-2,12,2,1,1,18464
-21,12,1,2,1,18465
-183,181,0,25,0,18466
-10,23,0,2,,18467
-34,157,9,16,,18468
29,175,8,17,1,18469
0,9,7,0,0,18470
-133,17,3,13,0,18471
165,121,8,20,0,18472
78,28,6,8,1,18473
-179,206,3,27,0,18474
-16,15,3,2,,18475
-86,22,1,8,1,18476
61,89,0,10,1,18477
-93,11,7,9,1,18478
-10,9,3,1,1,18479
7,25,2,2,0,18480
-18,28,2,3,0,18481
147,-8,1,14,0,18482
-11,167,11,16,0,18483
195,203,6,28,1,18484
34,295,5,29,,18485
-125,112,3,16,1,18486
10,36,3,3,1,18487
-166,159,2,22,0,18488
65,129,1,14,0,18489
88,151,10,17,0,18490
-7,162,7,16,1,18491
144,217,5,26,0,18492
91,123,5,15,0,18493
7,42,4,4,,18494
-2,15,4,1,,18495
15,20,3,2,1,18496
135,224,2,26,0,18497
-24,213,4,21,1,18498
24,19,4,3,0,18499
45,178,2,18,0,18500
6,26,1,2,1,18501
12,83,1,8,1,18502
160,23,11,16,1,18503
-138,25,8,14,0,18504
1,31,8,3,1,18505
17,127,7,12,1,18506
-59,108,4,12,1,18507
141,30,2,14,,18508
-40,20,1,4,0,18509
-7,19,1,2,1,18510
-101,131,1,16,0,18511
-7,6,0,0,0,18512
160,-19,0,16,1,18513
195,22,7,19,0,18514
-144,41,6,14,0,18515
-120,140,4,18,0,18516
-2,23,3,2,1,18517
-30,60,2,6,0,18518
-2,299,0,29,0,18519
170,26,4,17,1,18520
174,217,3,27,1,18521
144,142,2,20,0,18522
-37,260,0,26,0,18523
-79,206,5,22,0,18524
-30,64,2,7,1,18525
116,175,1,20,0,18526
-21,75,8,7,1,18527
21,75,3,7,0,18528
170,-13,2,17,0,18529
133,145,7,19,,18530
-112,238,6,26,1,18531
-150,242,5,28,0,18532
-150,129,5,19,,18533
81,197,4,21,0,18534
0,206,1,20,0,18535
-60,41,1,7,0,18536
-130,165,8,21,1,18537
119,-6,6,11,1,18538
162,-6,5,16,1,18539
110,83,2,13,0,18540
1,-3,11,0,0,18541
4,4,11,0,1,18542
9,257,10,25,0,18543
40,138,8,14,1,18544
47,173,8,17,0,18545
7,0,6,0,1,18546
-134,-17,2,13,,18547
-210,119,1,24,,18548
-226,-14,10,22,0,18549
75,30,6,8,0,18550
-182,53,6,18,0,18551
24,1,5,2,1,18552
189,190,5,26,,18553
-59,93,4,11,1,18554
89,47,4,10,0,18555
-188,172,3,25,0,18556
-150,39,1,15,0,18557
-18,7,9,1,0,18558
84,74,7,11,1,18559
23,168,3,16,0,18560
-172,149,1,22,,18561
-27,56,0,6,1,18562
-65,246,0,25,0,18563
-65,129,5,14,1,18564
-11,4,4,1,,18565
136,112,4,17,0,18566
-84,44,3,9,1,18567
-43,55,2,6,0,18568
-56,28,2,6,0,18569
-116,134,1,17,0,18570
-71,118,0,13,1,18571
-187,179,11,25,,18572
155,203,10,25,1,18573
-7,123,8,12,0,18574
0,247,5,24,1,18575
176,183,4,25,1,18576
113,227,3,25,0,18577
-224,-5,2,22,0,18578
32,67,1,7,0,18579
-7,0,0,0,0,18580
-193,324,0,37,0,18581
-228,7,11,22,1,18582
159,22,7,16,1,18583
-38,159,4,16,0,18584
-52,121,1,13,1,18585
2,82,0,8,1,18586
143,154,11,21,0,18587
-166,200,9,25,1,18588
196,164,9,25,1,18589
143,228,7,26,0,18590
9,0,6,0,1,18591
113,168,4,20,1,18592
-168,205,4,26,,18593
-30,66,3,7,1,18594
166,7,2,16,1,18595
-59,80,2,9,1,18596
198,157,1,25,0,18597
-138,260,0,29,0,18598
103,142,5,17,1,18599
97,86,3,12,,18600
-52,99,0,11,1,18601
236,12,0,23,0,18602
1,268,10,26,0,18603
234,36,10,23,0,18604
39,6,7,3,0,18605
-155,216,5,26,0,18606
144,219,1,26,0,18607
176,192,10,26,0,18608
-2,55,6,5,0,18609
-10,-2,5,1,1,18610
132,148,3,19,1,18611
-139,0,6,13,0,18612
15,4,5,1,0,18613
-37,201,4,20,0,18614
-108,132,1,17,0,18615
0,9,1,0,0,18616
-131,25,0,13,0,18617
21,30,11,3,0,18618
-201,156,10,25,0,18619
29,69,7,7,1,18620
-152,78,5,17,,18621
15,11,3,1,0,18622
-174,28,2,17,0,18623
7,6,1,0,1,18624
-7,9,0,1,1,18625
-26,60,7,6,0,18626
-224,113,7,25,1,18627
193,168,4,25,0,18628
-16,6,1,1,,18629
26,67,1,7,0,18630
0,36,4,3,0,18631
-106,6,2,10,0,18632
-2,30,1,3,1,18633
1,1,1,0,1,18634
163,-14,4,16,0,18635
-32,20,4,3,0,18636
146,211,2,25,,18637
-73,194,2,20,1,18638
105,220,2,24,0,18639
110,219,8,24,0,18640
116,235,5,26,1,18641
113,214,5,24,1,18642
43,82,4,9,0,18643
-59,33,3,6,0,18644
-210,-32,2,21,0,18645
-182,222,1,28,0,18646
-207,159,11,26,0,18647
-182,-32,9,18,1,18648
118,209,8,24,,18649
-4,11,5,1,0,18650
-12,59,5,6,0,18651
-112,105,5,15,0,18652
143,-27,4,14,,18653
136,176,3,22,1,18654
-171,238,1,29,1,18655
121,205,7,23,1,18656
-174,201,6,26,1,18657
67,224,5,23,1,18658
184,-13,0,18,0,18659
230,15,0,23,,18660
-27,4,2,2,1,18661
244,56,0,25,0,18662
-198,213,11,29,0,18663
-172,3,11,17,0,18664
-71,1,8,7,0,18665
84,104,2,13,0,18666
116,-3,2,11,0,18667
181,203,1,27,0,18668
-95,110,1,14,0,18669
81,44,1,9,1,18670
-57,77,0,9,,18671
166,214,0,27,,18672
149,175,2,22,1,18673
17,105,0,10,1,18674
-24,187,5,18,1,18675
141,121,4,18,1,18676
-59,116,1,13,,18677
133,157,0,20,0,18678
-231,-3,10,23,0,18679
99,142,8,17,0,18680
0,3,8,0,,18681
160,11,7,16,0,18682
138,6,6,13,0,18683
1,0,5,0,,18684
-150,205,4,25,0,18685
2,44,3,4,,18686
97,36,2,10,1,18687
103,61,1,11,1,18688
-164,11,4,16,,18689
95,48,3,10,,18690
-109,11,0,10,0,18691
-127,42,4,13,0,18692
-142,135,3,19,1,18693
95,7,1,9,0,18694
-134,6,0,13,0,18695
-130,94,0,16,0,18696
162,-6,10,16,0,18697
-59,56,6,8,0,18698
176,172,4,24,0,18699
17,9,2,1,1,18700
168,7,1,16,0,18701
-130,75,2,15,0,18702
-139,108,11,17,0,18703
-136,97,9,16,0,18704
-138,6,8,13,0,18705
171,71,7,18,0,18706
-161,195,6,25,0,18707
135,-35,5,13,1,18708
102,135,5,16,,18709
230,104,4,25,0,18710
-169,28,2,17,1,18711
-117,-25,0,11,1,18712
146,85,0,16,1,18713
184,36,11,18,0,18714
21,7,11,2,0,18715
-11,6,10,1,,18716
-122,105,8,16,0,18717
149,-5,6,14,1,18718
78,189,5,20,0,18719
146,17,4,14,1,18720
-194,142,3,24,0,18721
-21,-3,3,2,0,18722
-123,-32,2,12,,18723
-157,60,1,16,0,18724
211,129,0,24,1,18725
-130,211,11,24,0,18726
138,113,4,17,1,18727
144,15,0,14,0,18728
4,44,6,4,0,18729
-7,42,4,4,1,18730
133,58,4,14,1,18731
-122,224,0,25,0,18732
-11,36,11,3,0,18733
226,9,8,22,0,18734
72,71,6,10,0,18735
53,34,5,6,1,18736
56,241,3,24,1,18737
-2,154,2,15,0,18738
-133,213,7,25,1,18739
40,44,6,5,1,18740
-123,3,5,12,0,18741
-60,12,4,6,0,18742
-26,28,4,3,0,18743
6,247,3,24,0,18744
-90,19,2,9,0,18745
201,1,2,20,0,18746
-183,168,0,24,1,18747
171,1,0,17,1,18748
-40,154,11,15,0,18749
204,41,6,20,0,18750
-147,140,6,20,0,18751
-123,156,4,19,1,18752
94,231,3,24,0,18753
-108,80,2,13,0,18754
165,102,3,19,0,18755
132,75,3,15,0,18756
-205,160,2,26,0,18757
-11,44,1,4,0,18758
15,9,7,1,1,18759
190,61,7,19,1,18760
-24,72,5,7,0,18761
-171,126,5,21,1,18762
204,28,4,20,0,18763
-21,7,3,2,1,18764
201,143,2,24,0,18765
-5,3,0,0,0,18766
170,78,11,18,0,18767
-21,17,8,2,0,18768
-12,14,7,1,1,18769
17,19,3,2,0,18770
-56,165,2,17,1,18771
-111,112,0,15,0,18772
91,23,4,9,,18773
-13,22,1,2,1,18774
12,22,9,2,1,18775
23,20,8,3,1,18776
-11,28,8,3,1,18777
6,31,6,3,0,18778
-15,22,6,2,1,18779
84,143,5,16,1,18780
26,61,4,6,1,18781
72,146,3,16,,18782
133,230,3,26,1,18783
-155,209,2,26,0,18784
-108,91,1,14,0,18785
31,23,0,3,1,18786
204,53,4,21,0,18787
-16,34,4,3,0,18788
-46,113,3,12,1,18789
9,60,2,6,1,18790
1,42,2,4,0,18791
-112,194,10,22,1,18792
-187,165,7,24,0,18793
121,-8,5,12,1,18794
144,201,6,24,0,18795
4,3,5,0,1,18796
1,-2,4,0,,18797
-175,99,1,20,0,18798
2,0,1,0,1,18799
125,176,0,21,1,18800
151,205,10,25,0,18801
-40,39,9,5,1,18802
-149,113,8,18,0,18803
-141,149,5,20,0,18804
132,88,2,15,1,18805
-232,99,1,25,1,18806
-179,176,1,25,0,18807
-155,-19,0,15,0,18808
192,228,9,29,0,18809
-134,206,8,24,,18810
72,36,7,8,1,18811
-232,34,6,23,0,18812
-146,52,6,15,1,18813
-41,85,4,9,0,18814
94,44,3,10,0,18815
54,-35,10,6,0,18816
81,-2,6,8,,18817
-112,44,5,12,0,18818
-11,11,5,1,1,18819
7,17,2,1,,18820
-13,116,1,11,0,18821
13,15,0,1,1,18822
47,23,3,5,0,18823
53,258,1,26,1,18824
84,258,1,27,,18825
-8,17,1,1,0,18826
21,39,0,4,0,18827
-142,137,11,19,0,18828
18,1,10,1,1,18829
-105,102,10,14,1,18830
9,4,10,0,1,18831
0,7,9,0,1,18832
-19,33,5,3,0,18833
124,71,2,14,1,18834
-209,66,1,21,0,18835
-169,364,0,40,0,18836
136,61,6,14,,18837
36,56,6,6,1,18838
-26,208,3,20,0,18839
-5,22,2,2,1,18840
129,86,2,15,0,18841
20,12,6,2,0,18842
135,86,5,16,0,18843
136,37,2,14,0,18844
-89,239,4,25,0,18845
189,162,3,24,1,18846
47,116,1,12,0,18847
116,167,11,20,0,18848
-78,205,4,21,0,18849
78,172,3,18,,18850
-205,22,2,20,0,18851
-34,60,1,6,1,18852
-56,236,7,24,1,18853
84,181,6,19,0,18854
234,28,5,23,0,18855
-174,203,3,26,0,18856
23,1,11,2,,18857
64,96,9,11,1,18858
94,0,9,9,0,18859
-82,83,8,11,0,18860
-4,26,6,2,,18861
-149,72,3,16,0,18862
4,56,3,5,1,18863
-111,82,1,13,1,18864
-93,198,0,21,1,18865
-177,164,5,24,0,18866
-78,142,5,16,,18867
-182,137,3,22,0,18868
28,3,2,2,0,18869
-119,39,7,12,,18870
125,214,4,24,0,18871
-155,42,4,16,0,18872
4,9,3,0,1,18873
20,1,7,2,1,18874
-177,85,5,19,0,18875
13,1,4,1,0,18876
-19,-2,3,1,,18877
159,205,2,25,0,18878
-109,26,1,11,0,18879
-60,34,1,6,0,18880
65,99,10,11,1,18881
100,186,9,21,1,18882
58,184,9,19,0,18883
12,206,7,20,0,18884
-15,0,6,1,1,18885
99,85,5,13,0,18886
-21,22,3,3,,18887
-23,20,3,3,1,18888
-120,236,3,26,0,18889
-122,231,0,26,0,18890
-158,205,5,25,0,18891
69,178,11,19,0,18892
-79,41,10,8,1,18893
-196,178,9,26,0,18894
-19,64,4,6,1,18895
121,187,3,22,0,18896
7,97,1,9,1,18897
-106,131,0,16,,18898
-4,71,0,7,0,18899
-112,99,6,14,,18900
20,12,5,2,1,18901
103,-13,3,10,0,18902
6,121,3,12,1,18903
9,6,11,1,1,18904
113,-6,11,11,0,18905
-131,1,9,13,0,18906
-98,52,8,11,1,18907
-15,20,6,2,1,18908
-11,11,5,1,1,18909
18,14,3,2,1,18910
4,105,1,10,0,18911
45,45,2,6,1,18912
15,6,10,1,1,18913
-138,91,9,16,,18914
15,3,7,1,0,18915
-111,96,6,14,0,18916
-18,23,4,2,1,18917
138,-6,2,13,1,18918
-18,-2,0,1,0,18919
11,11,0,1,0,18920
-4,4,0,0,,18921
84,63,6,10,,18922
10,14,5,1,0,18923
78,75,3,10,0,18924
230,15,2,23,1,18925
-26,173,2,17,1,18926
-215,124,1,24,0,18927
7,26,10,2,1,18928
67,119,10,13,1,18929
-30,115,7,11,1,18930
-27,126,7,12,1,18931
48,67,6,8,1,18932
-188,37,4,19,0,18933
-117,151,3,19,0,18934
147,55,3,15,1,18935
-2,211,2,21,1,18936
185,112,1,21,1,18937
130,131,1,18,0,18938
-109,-10,10,10,0,18939
106,53,9,11,1,18940
136,116,6,17,0,18941
17,269,2,26,0,18942
111,172,1,20,1,18943
100,113,7,15,0,18944
54,121,6,13,,18945
-128,160,5,20,1,18946
18,77,3,7,,18947
-136,140,2,19,1,18948
-163,213,1,26,0,18949
18,159,1,16,1,18950
-161,55,10,17,0,18951
-64,11,7,6,0,18952
-161,9,6,16,,18953
-191,168,5,25,,18954
-161,219,4,27,0,18955
111,74,2,13,0,18956
81,28,5,8,,18957
0,6,5,0,0,18958
-103,246,3,26,0,18959
-10,159,2,15,,18960
15,39,8,4,1,18961
113,175,6,20,0,18962
119,17,6,12,0,18963
4,3,6,0,1,18964
143,64,5,15,0,18965
-125,45,3,13,0,18966
4,6,3,0,1,18967
4,41,1,4,1,18968
-161,214,1,26,0,18969
143,148,7,20,0,18970
-166,209,3,26,1,18971
119,239,2,26,0,18972
152,118,0,19,,18973
20,260,4,26,0,18974
31,258,0,25,0,18975
-138,244,0,28,0,18976
7,-3,9,0,0,18977
230,-14,8,23,1,18978
233,0,4,23,0,18979
-27,6,3,2,0,18980
187,-17,2,18,1,18981
170,-24,1,17,1,18982
-15,9,0,1,,18983
233,-22,5,23,1,18984
176,-19,4,17,0,18985
39,203,3,20,0,18986
70,19,2,7,0,18987
2,-10,0,1,1,18988
222,110,0,24,0,18989
-114,0,11,11,,18990
-54,3,10,5,,18991
61,205,6,21,1,18992
-201,127,5,23,,18993
-76,153,4,17,0,18994
113,60,3,12,,18995
165,17,3,16,,18996
168,-32,2,17,1,18997
-180,74,11,19,0,18998
92,176,11,19,0,18999
233,-14,10,23,0,19000
58,151,9,16,0,19001
-82,-16,6,8,0,19002
-89,71,5,11,,19003
-215,140,4,25,1,19004
-106,0,3,10,0,19005
130,227,1,26,0,19006
138,201,0,24,0,19007
149,112,11,18,0,19008
-29,50,9,5,0,19009
1,-5,7,0,1,19010
-136,22,6,13,0,19011
-101,167,4,19,1,19012
140,97,3,17,0,19013
39,164,2,16,,19014
45,164,0,17,,19015
228,22,0,22,0,19016
-21,58,6,6,0,19017
21,41,5,4,0,19018
-19,61,2,6,,19019
215,124,0,24,0,19020
72,190,0,20,0,19021
163,203,10,26,1,19022
0,3,9,0,1,19023
-149,30,8,15,0,19024
29,52,5,5,1,19025
162,200,3,25,0,19026
184,164,1,24,1,19027
-4,112,1,11,,19028
1,1,0,0,1,19029
173,359,0,39,0,19030
-199,-5,7,19,0,19031
-147,146,4,20,1,19032
-7,7,3,0,1,19033
13,17,10,2,0,19034
203,145,3,24,0,19035
20,3,3,2,1,19036
108,-3,2,10,0,19037
-13,6,2,1,,19038
-19,45,1,4,0,19039
7,22,0,2,,19040
-15,48,4,5,0,19041
31,66,3,7,1,19042
-8,52,1,5,0,19043
106,34,0,11,1,19044
-120,173,10,21,0,19045
-79,242,9,25,,19046
187,164,1,24,1,19047
26,12,6,2,0,19048
72,241,6,25,1,19049
233,20,5,23,1,19050
26,260,3,26,,19051
-75,55,2,9,1,19052
-122,74,0,14,1,19053
6,7,8,0,,19054
-10,124,3,12,1,19055
99,146,2,17,,19056
47,22,0,5,1,19057
1,0,0,0,1,19058
-119,143,11,18,0,19059
-57,148,10,15,1,19060
130,231,5,26,0,19061
111,48,4,12,1,19062
-11,156,2,15,0,19063
-97,96,1,13,0,19064
81,203,10,21,1,19065
135,121,10,18,1,19066
-116,184,9,21,0,19067
-221,151,8,26,0,19068
53,78,6,9,0,19069
214,140,4,25,0,19070
-21,3,2,2,1,19071
-141,224,1,26,1,19072
7,119,0,11,0,19073
209,17,3,20,,19074
18,1,1,1,0,19075
47,154,0,16,0,19076
127,124,3,17,0,19077
7,36,1,3,1,19078
168,197,4,25,1,19079
-122,224,2,25,0,19080
-52,255,1,26,1,19081
141,225,1,26,0,19082
-171,77,0,18,0,19083
9,88,6,8,0,19084
21,52,6,5,,19085
4,9,3,0,1,19086
-37,1,0,3,0,19087
-21,250,0,25,0,19088
13,14,8,1,1,19089
-13,12,7,1,1,19090
18,4,6,1,1,19091
-116,227,2,25,0,19092
40,129,11,13,0,19093
-134,244,11,27,0,19094
-2,77,10,7,0,19095
-5,28,6,2,1,19096
-37,254,2,25,0,19097
-177,11,0,17,0,19098
0,6,4,0,,19099
13,47,3,4,1,19100
-174,-6,2,17,0,19101
-8,1,10,0,0,19102
17,3,8,1,1,19103
26,14,7,2,0,19104
-24,260,5,26,1,19105
-70,255,1,26,1,19106
84,31,4,8,0,19107
168,36,3,17,0,19108
-18,12,0,2,1,19109
-13,175,9,17,0,19110
81,101,7,12,0,19111
187,167,6,25,1,19112
100,124,4,15,0,19113
-122,222,3,25,0,19114
113,26,2,11,0,19115
91,252,1,26,1,19116
233,12,1,23,1,19117
6,290,0,29,0,19118
105,149,4,18,1,19119
-196,145,2,24,0,19120
-141,3,1,14,1,19121
26,36,7,4,0,19122
-169,208,5,26,0,19123
-52,97,3,11,,19124
56,67,2,8,0,19125
15,48,1,5,0,19126
-18,14,6,2,0,19127
77,252,4,26,1,19128
105,235,3,25,0,19129
-166,192,10,25,0,19130
105,192,8,21,0,19131
-62,58,4,8,0,19132
-108,42,3,11,0,19133
-103,77,3,12,,19134
-134,153,7,20,0,19135
-116,19,6,11,0,19136
0,52,5,5,0,19137
95,48,4,10,0,19138
-128,239,3,27,0,19139
0,28,0,2,1,19140
-116,230,0,25,,19141
31,60,10,6,0,19142
228,107,6,25,1,19143
141,34,5,14,1,19144
-119,220,4,25,0,19145
37,60,2,7,,19146
177,118,7,21,1,19147
159,31,5,16,0,19148
236,75,4,24,0,19149
-116,115,3,16,,19150
73,26,2,7,0,19151
155,20,4,15,0,19152
-87,74,2,11,0,19153
-24,12,0,2,0,19154
10,108,8,10,0,19155
2,320,8,32,0,19156
-54,55,5,7,0,19157
122,189,4,22,0,19158
6,15,4,1,1,19159
72,34,1,7,1,19160
-87,160,0,18,0,19161
86,241,3,25,0,19162
-67,47,3,8,0,19163
-136,-3,2,13,0,19164
99,71,1,12,1,19165
95,201,0,22,1,19166
-138,208,0,24,0,19167
144,201,0,24,1,19168
-106,192,11,21,1,19169
-116,219,10,24,,19170
65,34,8,7,0,19171
171,75,5,18,0,19172
-23,194,5,19,1,19173
-67,209,2,21,1,19174
-155,20,0,15,1,19175
230,-2,5,23,,19176
17,15,2,2,0,19177
62,184,2,19,0,19178
111,156,0,19,1,19179
-26,88,0,9,0,19180
125,145,9,19,1,19181
195,0,7,19,0,19182
-16,0,6,1,1,19183
-174,64,5,18,1,19184
-122,148,5,19,1,19185
34,176,4,17,1,19186
-147,131,8,19,,19187
75,254,7,26,0,19188
-182,101,6,20,,19189
-153,209,3,25,1,19190
-98,77,2,12,1,19191
-92,153,2,17,1,19192
-97,-10,5,9,0,19193
-223,44,3,22,0,19194
-41,7,3,4,0,19195
133,99,2,16,0,19196
-84,265,0,27,0,19197
-10,88,7,8,0,19198
-43,271,5,27,0,19199
-7,26,2,2,0,19200
-183,176,1,25,0,19201
99,162,0,18,,19202
111,223,1,24,0,19203
113,167,9,20,0,19204
-179,190,2,26,1,19205
-175,186,2,25,0,19206
-97,190,1,21,0,19207
-138,127,6,18,,19208
-166,208,3,26,,19209
15,7,1,1,,19210
-35,12,11,3,1,19211
-4,121,6,12,1,19212
-138,93,5,16,1,19213
0,53,0,5,1,19214
-134,236,10,27,0,19215
95,168,8,19,,19216
-146,28,5,14,,19217
-34,14,0,3,,19218
-2,-3,8,0,1,19219
198,170,8,26,0,19220
-116,113,7,16,0,19221
-125,26,6,12,1,19222
